year,code,amount,name,topname,depname,depcat,cat,ref,note
2017,3102010100,851819000,無細項,總統府主管,總統府,一般行政,國務支出,1.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費634,510千元，較上年度減列
   員額10人及撥補勞工退休準備金專戶差額
   等經費52,884千元。
2.基本行政工作維持費170,390千元，較上
   年度減列府區電子圍籬暨風雷防闖警報器
   系統設備等經費22,942千元。其中電力匯
   流排更新工程計畫總經費66,000千元，分
   2年辦理，105年度已編列36,000千元，本
   年度續編最後1年經費30,000千元。
3.資訊行政工作維持費42,161千元，較上年
   度增列資訊設備、系統維護及委託專案研
   究等經費1,728千元。
4.警衛行政工作維持費4,758千元，較上年
   度減列購置服裝等經費229千元。
5.上年度辦理第十四任總統副總統辦公區域
   、寓所修繕及設備購置等預算業已編竣，
   所列49,944千元如數減列。"
2017,3102010200,30000000,無細項,總統府主管,總統府,國務機要,國務支出,1.1.2,"本年度預算數30,000千元，係國家元首國內
外訪視、犒賞、獎助、慰問、接待、贈禮及
其他相關經費，與上年度同。"
2017,3102010300,17075000,無細項,總統府主管,總統府,國家慶典,國務支出,1.1.3,"本年度預算數之內容與上年度之比較如下：
1.慶典佈置經費3,857千元，較上年度增列
   佈置會場等經費742千元。
2.慶典接待經費13,218千元，較上年度增列
   元旦升旗典禮等經費1,032千元。
3.上年度辦理第十四任總統副總統就職預算
   業已編竣，所列36,311千元如數減列。"
2017,3102010400,12626000,國家發展研究及諮詢,總統府主管,總統府,研究發展,國務支出,1.1.4.1,
2017,3102010500,11366000,無細項,總統府主管,總統府,新聞發布,國務支出,1.1.5,"本年度預算數11,366千元，係辦理新聞聯繫
與發布所需經費，較上年度減列辦理相關新
聞活動等經費51千元。"
2017,3102010600,25255000,無細項,總統府主管,總統府,卸任禮遇,國務支出,1.1.6,"本年度預算數之內容與上年度之比較如下：
1.第九任卸任總統禮遇經費8,590千元，與
   上年度同。
2.第十三任卸任總統禮遇經費10,590千元，
   較上年度增列禮遇金及保健醫療費用等經
   費379千元。
3.第十三任卸任副總統禮遇經費6,075千元
   ，較上年度增列禮遇金及保健醫療費用等
   經費490千元。
4.上年度第十一任及第十二任卸任副總統禮
   遇預算業已編竣，所列2,935千元如數減
   列。"
2017,3102010800,9220000,無細項,總統府主管,總統府,公報編印及印信勳章鑄造,國務支出,1.1.7,"本年度預算數之內容與上年度之比較如下：
1.公報編印經費508千元，較上年度減列公
   報印刷等經費57千元。
2.印信鑄造頒發經費2,809千元，較上年度
   增列各機關印信製(換)發經費1,470千元
   。
3.勳章製作及敬老事宜經費5,903千元，較
   上年度增列製作勳章等經費50千元。"
2017,3102019000,8200000,交通及運輸設備,總統府主管,總統府,一般建築及設備,國務支出,1.1.8.1,
2017,3102019800,2073000,無細項,總統府主管,總統府,第一預備金,國務支出,1.1.9,仍照上年度預算數編列。
2017,3102100100,177872000,無細項,總統府主管,國家安全會議,一般行政,國務支出,1.2.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費150,032千元，較上年度增列
   缺額補實之人事費1,638千元。
2.基本行政工作維持費27,840千元，較上年
   度減列資訊服務費、水電費、資訊軟硬體
   設備費、雜項設備費等2,086千元。"
2017,3102102000,21483000,無細項,總統府主管,國家安全會議,諮詢研究業務,國務支出,1.2.2,"本年度預算數21,483千元，係國家安全諮詢
研究業務經費，較上年度減列國防、外交與
兩岸相關議題之研究經費472千元。"
2017,3102109000,920000,交通及運輸設備,總統府主管,國家安全會議,一般建築及設備,國務支出,1.2.3.1,
2017,3102109800,500000,無細項,總統府主管,國家安全會議,第一預備金,國務支出,1.2.4,仍照上年度預算數編列。
