year,code,amount,name,topname,depname,depcat,cat,ref,note
2016,3102010100,983596000,無細項,總統府主管,總統府,一般行政,國務支出,1.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費688,710千元，較上年度核實
   減列人事費12,976千元，增列撥補勞工退
   休準備金專戶差額經費52,884千元，計淨
   增39,908千元。
2.基本行政工作維持費248,602千元，較上
   年度增列第十四任總統副總統辦公區域、
   寓所及總統府房屋建築養護等經費102,37
   6千元。其中電力匯流排更新工程計畫總
   經費66,000千元，分2年辦理，本年度編
   列第1年經費36,000千元。
3.資訊行政工作維持費41,297千元，較上年
   度增列資訊軟硬體設備等經費11,124千元
   。
4.警衛行政工作維持費4,987千元，較上年
   度減列購置服裝等經費190千元。"
2016,3102010200,30000000,無細項,總統府主管,總統府,國務機要,國務支出,1.1.2,"本年度預算數30,000千元，係國家元首國內
外訪視、犒賞、獎助、慰問、接待、贈禮及
其他相關經費等，與上年度同。"
2016,3102010300,56612000,無細項,總統府主管,總統府,國家慶典,國務支出,1.1.3,"本年度預算數之內容與上年度之比較如下：
1.慶典佈置經費3,115千元，較上年度增列
   慶典裝飾等經費180千元。
2.慶典接待經費12,186千元，較上年度增列
   致贈賓客紀念品等經費1,202千元。
3.新增第十四任總統副總統就職經費41,311
   千元。"
2016,3102010400,8605000,國家發展研究及諮詢,總統府主管,總統府,研究發展,國務支出,1.1.4.1,
2016,3102010500,11417000,無細項,總統府主管,總統府,新聞發布,國務支出,1.1.5,"本年度預算數11,417千元，係辦理新聞聯繫
與發布所需經費，較上年度減列辦理相關新
聞活動等經費56千元。"
2016,3102010600,27321000,無細項,總統府主管,總統府,卸任禮遇,國務支出,1.1.6,"本年度預算數之內容與上年度之比較如下：
1.第九任卸任總統禮遇經費8,590千元，與
   上年度同。
2.新增第十三任卸任總統禮遇經費10,211千
   元。
3.第十一任卸任副總統禮遇經費1,944千元
   ，較上年度減列禮遇金及處理事務等經費
   3,131千元。
4.第十二任卸任副總統禮遇經費991千元，
   較上年度減列禮遇金及處理事務等經費4,
   084千元。
5.新增第十三任卸任副總統禮遇經費5,585
   千元。"
2016,3102010800,7757000,無細項,總統府主管,總統府,公報編印及印信勳章鑄造,國務支出,1.1.7,"本年度預算數之內容與上年度之比較如下：
1.公報編印經費565千元，較上年度減列公
   報印刷等經費63千元。
2.印信鑄造頒發經費1,339千元，較上年度
   減列各機關印信製(換)發經費15,198千元
   。
3.製作勳章及敬老事宜經費5,853千元，較
   上年度減列勳章製作等經費140千元。"
2016,3102019800,2073000,無細項,總統府主管,總統府,第一預備金,國務支出,1.1.8,仍照上年度預算數編列。
2016,3102100100,179007000,無細項,總統府主管,國家安全會議,一般行政,國務支出,1.2.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費148,684千元，較上年度核實
   減列人事費2,830千元。
2.基本行政工作維持費30,323千元，較上年
   度增列物品、一般事務費、房屋建築養護
   費及雜項設備費等693千元。"
2016,3102102000,21955000,無細項,總統府主管,國家安全會議,諮詢研究業務,國務支出,1.2.2,"本年度預算數21,955千元，係國家安全諮詢
研究業務經費，較上年度增列國防、外交與
兩岸相關議題之研究經費2,268千元。"
2016,3102109800,500000,無細項,總統府主管,國家安全會議,第一預備金,國務支出,1.2.3,仍照上年度預算數編列。
