year,code,amount,name,topname,depname,depcat,cat,ref,note
2017,3102010100,846860000,無細項,總統府主管,總統府,一般行政,國務支出,1.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費634,510千元，較上年度減列
   員額10人及撥補勞工退休準備金專戶差額
   等經費52,884千元。
2.基本行政工作維持費165,431千元，較上
   年度減列府區電子圍籬暨風雷防闖警報器
   系統設備等經費27,901千元。其中電力匯
   流排更新工程計畫總經費65,230千元，分
   2年辦理，105年度已編列36,000千元，本
   年度續編最後1年經費29,230千元。
3.資訊行政工作維持費42,161千元，較上年
   度增列資訊設備、系統維護及委託專案研
   究等經費1,728千元。
4.警衛行政工作維持費4,758千元，較上年
   度減列購置服裝等經費229千元。
5.上年度辦理第十四任總統副總統辦公區域
   、寓所修繕及設備購置等預算業已編竣，
   所列49,944千元如數減列。"
2017,3102010200,30000000,無細項,總統府主管,總統府,國務機要,國務支出,1.1.2,"本年度預算數30,000千元，係國家元首國內
外訪視、犒賞、獎助、慰問、接待、贈禮及
其他相關經費，與上年度同。"
2017,3102010300,16575000,無細項,總統府主管,總統府,國家慶典,國務支出,1.1.3,"本年度預算數之內容與上年度之比較如下：
1.慶典佈置經費3,857千元，較上年度增列
   佈置會場等經費742千元。
2.慶典接待經費12,718千元，較上年度增列
   元旦升旗典禮等經費532千元。
3.上年度辦理第十四任總統副總統就職預算
   業已編竣，所列36,311千元如數減列。"
2017,3102010400,12126000,國家發展研究及諮詢,總統府主管,總統府,研究發展,國務支出,1.1.4.1,
2017,3102010500,11366000,無細項,總統府主管,總統府,新聞發布,國務支出,1.1.5,"本年度預算數11,366千元，係辦理新聞聯繫
與發布所需經費，較上年度減列辦理相關新
聞活動等經費51千元。"
2017,3102010600,25255000,無細項,總統府主管,總統府,卸任禮遇,國務支出,1.1.6,"本年度預算數之內容與上年度之比較如下：
1.第九任卸任總統禮遇經費8,590千元，與
   上年度同。
2.第十三任卸任總統禮遇經費10,590千元，
   較上年度增列禮遇金及保健醫療費用等經
   費379千元。
3.第十三任卸任副總統禮遇經費6,075千元
   ，較上年度增列禮遇金及保健醫療費用等
   經費490千元。
4.上年度第十一任及第十二任卸任副總統禮
   遇預算業已編竣，所列2,935千元如數減
   列。"
2017,3102010800,9220000,無細項,總統府主管,總統府,公報編印及印信勳章鑄造,國務支出,1.1.7,"本年度預算數之內容與上年度之比較如下：
1.公報編印經費508千元，較上年度減列公
   報印刷等經費57千元。
2.印信鑄造頒發經費2,809千元，較上年度
   增列各機關印信製(換)發經費1,470千元
   。
3.勳章製作及敬老事宜經費5,903千元，較
   上年度增列製作勳章等經費50千元。"
2017,3102019800,2073000,無細項,總統府主管,總統府,第一預備金,國務支出,1.1.8,仍照上年度預算數編列。
2017,3102100100,176848000,無細項,總統府主管,國家安全會議,一般行政,國務支出,1.2.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費150,032千元，較上年度增列
   缺額補實之人事費1,638千元。
2.基本行政工作維持費26,816千元，較上年
   度減列資訊服務費、水電費、資訊軟硬體
   設備費、雜項設備費等3,110千元。"
2017,3102102000,21483000,無細項,總統府主管,國家安全會議,諮詢研究業務,國務支出,1.2.2,"本年度預算數21,483千元，係國家安全諮詢
研究業務經費，較上年度減列國防、外交與
兩岸相關議題之研究經費472千元。"
2017,3102109000,920000,交通及運輸設備,總統府主管,國家安全會議,一般建築及設備,國務支出,1.2.3.1,
2017,3102109800,500000,無細項,總統府主管,國家安全會議,第一預備金,國務支出,1.2.4,仍照上年度預算數編列。
2017,5302300100,177807000,無細項,總統府主管,國史館,一般行政,文化支出,1.3.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費156,741千元，較上年度減列
   撥補勞工退休準備金專戶差額經費6,667
   千元。
2.基本行政工作維持費19,566千元，較上年
   度增列古蹟建築物整修工程規劃設計等經
   費898千元。
3.資訊業務經費1,500千元，較上年度減列
   資訊設備維護保養等經費173千元。"
2017,5302301000,7907000,史料採集,總統府主管,國史館,史料採集與典藏,文化支出,1.3.2.1,
2017,5302302000,8470000,無細項,總統府主管,國史館,國史編纂,文化支出,1.3.3,"本年度預算數之內容與上年度之比較如下：
1.史籍編纂及史事專題研究經費2,507千元
   ，較上年度減列史籍印製費279千元。
2.總統副總統史料及人物傳記編纂經費4,09
   2千元，較上年度增列編輯、校對及印製
   費1,878千元。
3.史學研究叢刊編撰經費1,871千元，較上
   年度減列辦理學術研討會等經費207千元
   。"
2017,5302309800,340000,無細項,總統府主管,國史館,第一預備金,文化支出,1.3.4,仍照上年度預算數編列。
2017,5302313000,78389000,無細項,總統府主管,國史館臺灣文獻館,一般行政,文化支出,1.4.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費59,652千元，較上年度增列員
   工薪俸晉級差額經費248千元。
2.基本行政工作維持費18,737千元，較上年
   度增列文物大樓屋頂防水隔熱改善工程等
   經費540千元。"
2017,5302314000,3714000,採集文獻暨文物大樓營運,總統府主管,國史館臺灣文獻館,文獻業務,文化支出,1.4.2.1,
2017,5202400100,363774000,無細項,總統府主管,中央研究院,一般行政,科學支出,1.5.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費196,508千元，較上年度核實
   減列人事費464千元。
2.基本行政工作維持費41,327千元，較上年
   度減列水電費及房屋建築養護等經費2,70
   4千元。
3.資訊技術服務經費88,375千元，較上年度
   減列資訊操作維護、國際網路專線及接取
   服務租金等經費3,937千元。
4.場地設施管理經費28,038千元，較上年度
   減列設施機械設備養護及購置雜項設備等
   經費3,873千元。
5.幼兒園運作維持經費9,526千元，與上年
   度同。"
2017,5202401000,3007601000,學術審議及研究獎助,總統府主管,中央研究院,一般學術研究及評議,科學支出,1.5.2.1,
2017,5202402000,1683717000,數理科學研究,總統府主管,中央研究院,自然及人文社會科學研究,科學支出,1.5.3.1,
