year,code,amount,name,topname,depname,depcat,cat,ref,note
2015,3102010100,830378000,無細項,總統府主管,總統府,一般行政,國務支出,1.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費648,802千元，較上年度核實
   減列人事費10,000千元。
2.基本行政工作維持費146,226千元，較上
   年度減列房屋建築養護等經費6,452千元
   。
3.資訊行政工作維持費30,173千元，較上年
   度減列資訊軟硬體設備等經費368千元。
4.警衛行政工作維持費5,177千元，較上年
   度減列購置服裝等經費864千元。"
2015,3102010200,30000000,無細項,總統府主管,總統府,國務機要,國務支出,1.1.2,"本年度預算數30,000千元，係國家元首國內
外訪視、犒賞、獎助、慰問、接待、贈禮及
其他相關經費等，與上年度同。"
2015,3102010300,13919000,無細項,總統府主管,總統府,國家慶典,國務支出,1.1.3,"本年度預算數之內容與上年度之比較如下：
1.慶典佈置經費2,935千元，較上年度減列
   佈置會場等經費220千元。
2.慶典接待經費10,984千元，較上年度減列
   元旦升旗典禮等經費479千元。"
2015,3102010400,8577000,國家發展研究及諮詢,總統府主管,總統府,研究發展,國務支出,1.1.4.1,
2015,3102010500,11473000,無細項,總統府主管,總統府,新聞發布,國務支出,1.1.5,"本年度預算數11,473千元，係辦理新聞聯繫
與發布所需經費，較上年度減列辦理相關新
聞活動等經費249千元。"
2015,3102010600,18740000,無細項,總統府主管,總統府,卸任禮遇,國務支出,1.1.6,"本年度預算數之內容與上年度之比較如下：
1.第9任卸任總統禮遇經費8,590千元，與上
   年度同。
2.第11任卸任副總統禮遇經費5,075千元，
   與上年度同。
3.第12任卸任副總統禮遇經費5,075千元，
   較上年度減列處理事務等禮遇經費500千
   元。"
2015,3102010800,23158000,無細項,總統府主管,總統府,公報編印及印信勳章鑄造,國務支出,1.1.7,"本年度預算數之內容與上年度之比較如下：
1.公報編印經費628千元，較上年度減列公
   報印刷等經費70千元。
2.印信鑄造頒發經費16,537千元，較上年度
   增列各機關印信製(換)發經費9,115千元
   。
3.製作勳章及敬老事宜經費5,993千元，較
   上年度減列辦理敬老事宜等經費784千元
   。"
2015,3102019800,2073000,無細項,總統府主管,總統府,第一預備金,國務支出,1.1.8,仍照上年度預算數編列。
2015,3102100100,181144000,無細項,總統府主管,國家安全會議,一般行政,國務支出,1.2.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費151,514千元，較上年度核實
   減列人事費1,515千元。
2.基本行政工作維持費29,630千元，較上年
   度減列油料費及資訊設備等經費642千元
   。"
2015,3102102000,19687000,無細項,總統府主管,國家安全會議,諮詢研究業務,國務支出,1.2.2,"本年度預算數19,687千元，係國家安全諮詢
研究業務經費，較上年度增列國防、外交與
兩岸相關議題之研究經費126千元。"
2015,3102109000,0,交通及運輸設備,總統府主管,國家安全會議,一般建築及設備,國務支出,1.2.3.1,
2015,3102109800,500000,無細項,總統府主管,國家安全會議,第一預備金,國務支出,1.2.4,仍照上年度預算數編列。
2015,5302300100,177231000,無細項,總統府主管,國史館,一般行政,文化支出,1.3.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費157,083千元，較上年度核實
   減列人事費1,587千元。
2.基本行政工作維持費18,923千元，較上年
   度減列購置中央空調設備等經費2,181千
   元。
3.資訊業務經費1,225千元，較上年度減列
   配置資訊網路等經費202千元。"
2015,5302301000,10784000,史料採集,總統府主管,國史館,史料採集與典藏,文化支出,1.3.2.1,
2015,5302302000,8842000,無細項,總統府主管,國史館,國史編纂,文化支出,1.3.3,"本年度預算數之內容與上年度之比較如下：
1.史籍編纂經費2,049千元，較上年度減列
   史籍編撰稿費等103千元。
2.人物傳記編撰經費1,669千元，較上年度
   增列資料印刷等經費191千元。
3.國家歷史資料庫經費449千元，較上年度
   減列資料建檔及掃描等經費215千元。
4.史學研究叢刊編撰經費3,136千元，較上
   年度增列辦理國際學術討論會等經費247
   千元。
5.總統副總統史籍編纂經費1,539千元，較
   上年度減列出版文物書籍等經費83千元。"
2015,5302309800,340000,無細項,總統府主管,國史館,第一預備金,文化支出,1.3.4,仍照上年度預算數編列。
2015,5302313000,77760000,無細項,總統府主管,國史館臺灣文獻館,一般行政,文化支出,1.4.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費61,366千元，較上年度核實減
   列人事費2,227千元。
2.基本行政工作維持費16,394千元，較上年
   度減列設施及機械設備養護費、館內裝修
   及消防機電設備改善工程等經費22,291千
   元。"
2015,5302314000,5068000,採集文獻暨文物大樓營運,總統府主管,國史館臺灣文獻館,文獻業務,文化支出,1.4.2.1,
2015,5202400100,411574000,無細項,總統府主管,中央研究院,一般行政,科學支出,1.5.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費206,044千元，較上年度增列
   員工薪俸晉級差額等經費4,473千元。
2.基本行政工作維持費69,052千元，較上年
   度減列設施機械養護及房屋建築修繕等經
   費10,989千元。
3.資訊技術服務經費91,819千元，較上年度
   減列資訊操作維護及國內外網路專線租金
   等經費6,736千元。
4.場地設施管理經費35,133千元，較上年度
   減列清潔維護及設施機械養護等經費4,29
   8千元。
5.幼稚園運作維持經費9,526千元，與上年
   度同。"
2015,5202401000,2989342000,學術審議及研究獎助,總統府主管,中央研究院,一般學術研究及評議,科學支出,1.5.2.1,
2015,5202402000,1709321000,數理科學研究,總統府主管,中央研究院,自然及人文社會科學研究,科學支出,1.5.3.1,
2015,5202403000,4186058000,無細項,總統府主管,中央研究院,國家生技研究園區,科學支出,1.5.4,"國家生技研究園區計畫總經費22,596,000千
元，97至103年度已編列10,727,593千元，
本年度續編第8年經費4,186,058千元，納入
科學研究基金辦理，較上年度增列510,058
千元。"
2015,5202409000,313000000,營建工程,總統府主管,中央研究院,一般建築及設備,科學支出,1.5.5.1,
2015,5202409800,5410000,無細項,總統府主管,中央研究院,第一預備金,科學支出,1.5.6,仍照上年度預算數編列。
2015,3203010100,885055000,無細項,行政院主管,行政院,一般行政,行政支出,2.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費812,069千元，較上年度減列
   精簡聘用1人、約僱1人及工友7人等人事
   費29,970千元。
2.基本行政工作維持費71,214千元，較上年
   度增列配合組改辦公室面積增加所需水電
   費等1,760千元。
3.慶典佈置經費150千元，與上年度同。
4.檔案管理典藏掃描及維護經費397千元，
   與上年度同。
5.資料蒐集及陳列經費1,225千元，與上年
   度同。"
2015,3203010700,12206000,無細項,行政院主管,行政院,施政及法制業務,行政支出,2.1.2,"本年度預算數之內容與上年度之比較如下：
1.院會議事經費338千元，與上年度同。
2.施政報告編印經費684千元，與上年度同
   。
3.公民投票審議委員會業務經費1,507千元
   ，與上年度同。
4.政策及法案之研審經費584千元，較上年
   度減列出席費及國內旅費等1,000千元。
5.派員出國計畫經費426千元，較上年度減
   列派員出國開會等經費24千元。
6.公共事務推展經費5,342千元，較上年度
   增列院區警衛人員誤餐費及夜點費等500
   千元。
7.法規審查研議及訴願審議督導3,325千元
   ，與上年度同。"
